DATE,TIME
2020-01-23,13:15:31
2020-01-23,13:27:57
2020-01-23,13:31:54
2020-01-23,13:38:48
2020-01-23,13:39:29
2020-01-23,13:43:03
2020-01-23,13:52:05
2020-01-23,14:03:35
2020-01-23,14:04:04
2020-01-23,14:05:19
2020-01-23,14:15:03
2020-01-23,14:24:29
2020-01-23,14:26:02
2020-01-23,14:27:16
2020-01-23,14:28:10
2020-01-23,14:39:30
2020-01-23,14:43:28
2020-01-23,14:45:07
2020-01-23,14:51:20
2020-01-23,14:53:24
2020-01-23,14:57:09
2020-01-23,15:05:02
2020-01-23,15:10:26
2020-01-23,15:13:08
2020-01-23,15:22:56
2020-01-23,15:30:36
2020-01-23,15:32:02
2020-01-23,15:32:55
2020-01-23,15:38:39
2020-01-23,15:38:57
2020-01-23,15:40:10
2020-01-23,15:40:26
2020-01-23,15:43:22
2020-01-23,15:43:58
2020-01-23,15:44:07
2020-01-23,15:45:41
2020-01-23,15:51:34
2020-01-23,15:55:49
2020-01-23,16:02:56
2020-01-23,16:09:45
2020-01-23,16:19:57
2020-01-23,16:28:00
2020-01-23,16:30:16
2020-01-23,16:31:27
2020-01-23,16:32:38
2020-01-23,16:34:20
2020-01-23,16:44:16
2020-01-23,16:48:15
2020-01-23,16:48:24
2020-01-23,16:49:42
2020-01-23,16:58:37
2020-01-23,16:59:02
2020-01-24,09:00:29
2020-01-24,09:04:52
2020-01-24,09:11:27
2020-01-24,09:18:35
2020-01-24,09:18:58
2020-01-24,09:19:05
2020-01-24,09:24:45
2020-01-24,09:27:12
2020-01-24,09:31:02
2020-01-24,09:32:45
2020-01-24,09:36:18
2020-01-24,09:40:11
2020-01-24,09:47:18
2020-01-24,09:48:48
2020-01-24,09:49:23
2020-01-24,09:51:09
2020-01-24,09:56:19
2020-01-24,09:58:14
2020-01-24,10:17:15
2020-01-24,10:24:53
2020-01-24,10:30:27
2020-01-24,10:32:20
2020-01-24,10:43:12
2020-01-24,10:43:40
2020-01-24,10:48:01
2020-01-24,10:50:59
2020-01-24,10:53:44
2020-01-24,10:55:00
2020-01-24,10:55:26
2020-01-24,11:02:45
2020-01-24,11:03:57
2020-01-24,11:13:54
2020-01-24,11:16:14
2020-01-24,11:19:54
2020-01-24,11:21:41
2020-01-24,11:23:12
2020-01-24,11:31:12
2020-01-24,11:34:01
2020-01-24,11:35:21
2020-01-24,11:37:24
2020-01-24,11:43:12
2020-01-24,11:46:41
2020-01-24,11:56:44
2020-01-24,12:00:50
2020-01-24,12:02:48
2020-01-24,12:02:49
2020-01-24,12:07:43
2020-01-24,12:10:58
2020-01-24,12:13:26
2020-01-24,12:14:36
2020-01-24,12:17:12
2020-01-24,12:19:19
2020-01-24,12:20:59
2020-01-24,12:21:51
2020-01-24,12:25:10
2020-01-24,12:30:13
2020-01-24,12:31:54
2020-01-24,12:36:28
2020-01-24,12:38:14
2020-01-24,12:38:22
2020-01-24,12:45:31
2020-01-24,12:46:53
2020-01-24,12:57:22
2020-01-24,12:59:20
2020-01-24,13:01:01
2020-01-24,13:13:27
2020-01-24,13:30:28
2020-01-24,13:41:41
2020-01-24,13:46:09
2020-01-24,13:47:35
2020-01-24,13:55:01
2020-01-24,14:01:18
2020-01-24,14:08:13
2020-01-24,14:10:33
2020-01-24,14:11:34
2020-01-24,14:13:20
2020-01-24,14:17:04
2020-01-24,14:20:31
2020-01-24,14:21:22
2020-01-24,14:21:51
2020-01-24,14:29:33
2020-01-24,14:34:55
2020-01-24,14:41:17
2020-01-24,14:45:10
2020-01-24,14:46:20
2020-01-24,14:48:01
2020-01-24,14:49:26
2020-01-24,14:49:38
2020-01-24,14:52:42
2020-01-24,15:01:04
2020-01-24,15:07:30
2020-01-24,15:08:30
2020-01-24,15:09:40
2020-01-24,15:10:50
2020-01-24,15:20:23
2020-01-24,15:22:50
2020-01-24,15:25:47
2020-01-24,15:27:01
2020-01-24,15:30:36
2020-01-24,15:32:09
2020-01-24,15:32:46
2020-01-24,15:36:43
2020-01-24,15:46:56
2020-01-24,15:47:20
2020-01-24,15:48:43
2020-01-24,15:57:46
2020-01-24,16:01:17
2020-01-24,16:19:30
2020-01-24,16:20:23
2020-01-24,16:24:40
2020-01-24,16:35:20
2020-01-24,16:41:55
2020-01-24,16:43:56
2020-01-24,16:45:58
2020-01-24,16:48:41
2020-01-24,16:49:22
2020-01-24,16:50:31
2020-01-24,16:51:59
2020-01-24,16:52:30
2020-01-24,16:52:42
2020-01-25,09:01:16
2020-01-25,09:02:08
2020-01-25,09:04:10
2020-01-25,09:13:57
2020-01-25,09:15:24
2020-01-25,09:18:24
2020-01-25,09:19:42
2020-01-25,09:32:22
2020-01-25,09:39:38
2020-01-25,09:41:13
2020-01-25,09:41:54
2020-01-25,09:42:08
2020-01-25,09:43:48
2020-01-25,09:44:00
2020-01-25,09:55:06
2020-01-25,09:59:04
2020-01-25,09:59:42
2020-01-25,10:06:34
2020-01-25,10:11:55
2020-01-25,10:13:10
2020-01-25,10:18:27
2020-01-25,10:18:44
2020-01-25,10:20:03
2020-01-25,10:25:57
2020-01-25,10:29:13
2020-01-25,10:30:17
2020-01-25,10:30:52
2020-01-25,10:32:23
2020-01-25,10:35:26
2020-01-25,10:36:49
2020-01-25,10:37:56
2020-01-25,10:46:02
2020-01-25,10:47:07
2020-01-25,11:11:57
2020-01-25,11:13:38
2020-01-25,11:15:19
2020-01-25,11:25:00
2020-01-25,11:28:04
2020-01-25,11:28:24
2020-01-25,11:34:40
2020-01-25,11:42:14
2020-01-25,11:47:25
2020-01-25,11:48:56
2020-01-25,11:49:49
2020-01-25,11:55:58
2020-01-25,11:56:42
2020-01-25,11:57:10
2020-01-25,11:57:45
2020-01-25,12:06:20
2020-01-25,12:09:47
2020-01-25,12:22:17
2020-01-25,12:29:44
2020-01-25,12:37:04
2020-01-25,12:39:12
2020-01-25,12:39:38
2020-01-25,12:44:07
2020-01-25,12:45:37
2020-01-25,12:50:39
2020-01-25,12:51:02
2020-01-25,12:53:04
2020-01-25,12:55:26
2020-01-25,12:56:40
2020-01-25,12:58:32
2020-01-25,12:59:28
2020-01-25,13:05:48
2020-01-25,13:09:19
2020-01-25,13:10:04
2020-01-25,13:10:29
2020-01-25,13:13:07
2020-01-25,13:27:08
2020-01-25,13:29:54
2020-01-25,13:29:58
2020-01-25,13:30:30
2020-01-25,13:34:26
2020-01-25,13:53:46
2020-01-25,13:54:35
2020-01-25,14:07:57
2020-01-25,14:08:22
2020-01-25,14:09:52
2020-01-25,14:12:01
2020-01-25,14:12:59
2020-01-25,14:16:37
2020-01-25,14:25:39
2020-01-25,14:26:58
2020-01-25,14:27:16
2020-01-25,14:30:50
2020-01-25,14:35:17
2020-01-25,14:40:32
2020-01-25,14:46:10
2020-01-25,14:56:26
2020-01-25,15:01:46
2020-01-25,15:02:43
2020-01-25,15:07:43
2020-01-25,15:11:16
2020-01-25,15:16:43
2020-01-25,15:20:23
2020-01-25,15:21:49
2020-01-25,15:24:44
2020-01-25,15:26:01
2020-01-25,15:38:14
2020-01-25,15:42:44
2020-01-25,15:58:52
2020-01-25,15:58:56
2020-01-25,15:59:50
2020-01-25,16:02:07
2020-01-25,16:03:45
2020-01-25,16:06:20
2020-01-25,16:11:55
2020-01-25,16:13:56
2020-01-25,16:20:04
2020-01-25,16:22:53
2020-01-25,16:26:19
2020-01-25,16:34:20
2020-01-25,16:36:29
2020-01-25,16:37:37
2020-01-25,16:37:52
2020-01-25,16:44:49
2020-01-25,16:48:36
2020-01-25,16:49:29
2020-01-25,16:49:30
2020-01-25,16:50:42
2020-01-25,16:55:04
2020-01-25,16:56:56
2020-01-25,16:57:46
2020-01-26,09:04:05
2020-01-26,09:16:46
2020-01-26,09:17:19
2020-01-26,09:23:29
2020-01-26,09:31:57
2020-01-26,09:36:40
2020-01-26,09:37:34
2020-01-26,09:38:26
2020-01-26,09:43:14
2020-01-26,09:43:32
2020-01-26,09:43:52
2020-01-26,09:45:43
2020-01-26,09:50:13
2020-01-26,09:56:58
2020-01-26,10:04:09
2020-01-26,10:07:06
2020-01-26,10:07:07
2020-01-26,10:16:33
2020-01-26,10:18:57
2020-01-26,10:19:28
2020-01-26,10:21:37
2020-01-26,10:24:38
2020-01-26,10:31:09
2020-01-26,10:48:50
2020-01-26,10:59:19
2020-01-26,11:01:18
2020-01-26,11:02:08
2020-01-26,11:12:26
2020-01-26,11:21:22
2020-01-26,11:21:42
2020-01-26,11:28:45
2020-01-26,11:31:17
2020-01-26,11:32:30
2020-01-26,11:32:37
2020-01-26,11:34:22
2020-01-26,11:43:25
2020-01-26,11:43:45
2020-01-26,11:52:27
2020-01-26,12:00:09
2020-01-26,12:06:17
2020-01-26,12:17:07
2020-01-26,12:31:33
2020-01-26,12:33:51
2020-01-26,12:37:10
2020-01-26,12:38:50
2020-01-26,12:45:48
2020-01-26,12:46:38
2020-01-26,12:55:18
2020-01-26,13:00:53
2020-01-26,13:04:39
2020-01-26,13:05:14
2020-01-26,13:11:20
2020-01-26,13:14:05
2020-01-26,13:16:55
2020-01-26,13:31:01
2020-01-26,13:31:41
2020-01-26,13:33:15
2020-01-26,13:37:55
2020-01-26,13:44:23
2020-01-26,13:45:17
2020-01-26,13:50:26
2020-01-26,13:52:08
2020-01-26,13:54:10
2020-01-26,14:07:51
2020-01-26,14:08:00
2020-01-26,14:08:31
2020-01-26,14:09:49
2020-01-26,14:19:53
2020-01-26,14:23:51
2020-01-26,14:25:06
2020-01-26,14:26:12
2020-01-26,14:34:35
2020-01-26,14:37:36
2020-01-26,14:56:26
2020-01-26,15:09:04
2020-01-26,15:09:24
2020-01-26,15:09:47
2020-01-26,15:13:12
2020-01-26,15:14:43
2020-01-26,15:17:18
2020-01-26,15:18:00
2020-01-26,15:31:43
2020-01-26,15:32:46
2020-01-26,15:39:59
2020-01-26,16:04:16
2020-01-26,16:09:53
2020-01-26,16:10:58
2020-01-26,16:13:38
2020-01-26,16:26:15
2020-01-26,16:30:37
2020-01-26,16:30:56
2020-01-26,16:34:27
2020-01-26,16:37:24
2020-01-26,16:38:19
2020-01-26,16:45:00
2020-01-26,16:48:26
2020-01-26,16:49:31
2020-01-26,16:57:46
2020-01-27,09:08:07
2020-01-27,09:09:54
2020-01-27,09:11:14
2020-01-27,09:16:43
2020-01-27,09:27:25
2020-01-27,09:52:05
2020-01-27,09:59:36
2020-01-27,10:00:15
2020-01-27,10:03:16
2020-01-27,10:05:13
2020-01-27,10:21:25
2020-01-27,10:35:42
2020-01-27,10:37:17
2020-01-27,10:38:11
2020-01-27,10:41:01
2020-01-27,10:41:41
2020-01-27,10:43:28
2020-01-27,10:43:59
2020-01-27,10:47:31
2020-01-27,10:52:25
2020-01-27,10:59:37
2020-01-27,11:05:46
2020-01-27,11:08:21
2020-01-27,11:13:44
2020-01-27,11:15:42
2020-01-27,11:17:55
2020-01-27,11:19:18
2020-01-27,11:22:01
2020-01-27,11:29:04
2020-01-27,11:31:30
2020-01-27,11:36:37
2020-01-27,11:48:06
2020-01-27,11:51:03
2020-01-27,11:55:17
2020-01-27,11:59:55
2020-01-27,12:03:34
2020-01-27,12:08:08
2020-01-27,12:20:40
2020-01-27,12:21:15
2020-01-27,12:22:59
2020-01-27,12:25:12
2020-01-27,12:27:00
2020-01-27,12:27:11
2020-01-27,12:32:19
2020-01-27,12:37:56
2020-01-27,12:38:39
2020-01-27,12:46:02
2020-01-27,12:51:23
2020-01-27,12:55:49
2020-01-27,13:00:19
2020-01-27,13:07:47
2020-01-27,13:10:04
2020-01-27,13:11:03
2020-01-27,13:13:29
2020-01-27,13:13:48
2020-01-27,13:17:05
2020-01-27,13:22:25
2020-01-27,13:23:01
2020-01-27,13:24:58
2020-01-27,13:31:07
2020-01-27,13:33:07
2020-01-27,13:39:45
2020-01-27,13:48:16
2020-01-27,13:48:19
2020-01-27,13:50:52
2020-01-27,13:52:35
2020-01-27,13:53:10
2020-01-27,13:57:36
2020-01-27,13:59:22
2020-01-27,14:05:47
2020-01-27,14:09:46
2020-01-27,14:15:01
2020-01-27,14:20:06
2020-01-27,14:21:15
2020-01-27,14:26:45
2020-01-27,14:30:57
2020-01-27,14:37:16
2020-01-27,14:37:17
2020-01-27,14:38:11
2020-01-27,14:52:44
2020-01-27,14:55:21
2020-01-27,14:56:50
2020-01-27,15:08:51
2020-01-27,15:09:00
2020-01-27,15:23:49
2020-01-27,15:23:57
2020-01-27,15:24:11
2020-01-27,15:24:47
2020-01-27,15:34:15
2020-01-27,15:42:19
2020-01-27,15:46:02
2020-01-27,15:48:42
2020-01-27,15:54:00
2020-01-27,15:58:00
2020-01-27,15:58:03
2020-01-27,16:03:44
2020-01-27,16:04:26
2020-01-27,16:05:58
2020-01-27,16:08:29
2020-01-27,16:12:25
2020-01-27,16:14:47
2020-01-27,16:15:43
2020-01-27,16:16:42
2020-01-27,16:17:02
2020-01-27,16:37:02
2020-01-27,16:37:44
2020-01-27,16:49:08
2020-01-27,16:50:39
2020-01-27,16:55:39
2020-01-27,16:57:45
2020-01-27,16:59:02
2020-01-28,09:01:59
2020-01-28,09:02:33
2020-01-28,09:06:10
2020-01-28,09:08:22
2020-01-28,09:09:01
2020-01-28,09:15:46
2020-01-28,09:18:40
2020-01-28,09:20:43
2020-01-28,09:33:29
2020-01-28,09:38:55
2020-01-28,09:40:57
2020-01-28,09:42:34
2020-01-28,09:43:46
2020-01-28,09:47:37
2020-01-28,09:51:44
2020-01-28,09:52:09
2020-01-28,09:55:33
2020-01-28,09:58:05
2020-01-28,09:59:38
2020-01-28,10:01:34
2020-01-28,10:02:40
2020-01-28,10:14:08
2020-01-28,10:30:47
2020-01-28,10:46:07
2020-01-28,10:47:32
2020-01-28,10:56:11
2020-01-28,10:56:25
2020-01-28,10:56:37
2020-01-28,10:59:23
2020-01-28,11:05:59
2020-01-28,11:08:46
2020-01-28,11:19:32
2020-01-28,11:22:12
2020-01-28,11:23:11
2020-01-28,11:29:15
2020-01-28,11:41:47
2020-01-28,11:43:41
2020-01-28,11:43:55
2020-01-28,11:48:39
2020-01-28,11:58:09
2020-01-28,12:07:24
2020-01-28,12:21:24
2020-01-28,12:28:30
2020-01-28,12:31:35
2020-01-28,12:31:47
2020-01-28,12:39:59
2020-01-28,12:47:16
2020-01-28,13:02:41
2020-01-28,13:06:17
2020-01-28,13:07:26
2020-01-28,13:10:33
2020-01-28,13:16:04
2020-01-28,13:17:26
2020-01-28,13:17:50
2020-01-28,13:19:53
2020-01-28,13:22:49
2020-01-28,13:23:17
2020-01-28,13:32:50
2020-01-28,13:39:32
2020-01-28,13:42:00
2020-01-28,13:43:32
2020-01-28,13:52:32
2020-01-28,13:54:50
2020-01-28,13:56:36
2020-01-28,14:06:43
2020-01-28,14:11:37
2020-01-28,14:11:39
2020-01-28,14:16:56
2020-01-28,14:18:30
2020-01-28,14:19:21
2020-01-28,14:23:54
2020-01-28,14:31:49
2020-01-28,14:41:12
2020-01-28,14:41:39
2020-01-28,14:44:50
2020-01-28,14:49:15
2020-01-28,14:50:28
2020-01-28,14:50:51
2020-01-28,14:53:10
2020-01-28,14:55:21
2020-01-28,14:55:42
2020-01-28,14:58:54
2020-01-28,15:00:58
2020-01-28,15:03:12
2020-01-28,15:05:37
2020-01-28,15:11:00
2020-01-28,15:15:55
2020-01-28,15:19:36
2020-01-28,15:27:43
2020-01-28,15:29:25
2020-01-28,15:30:46
2020-01-28,15:30:52
2020-01-28,15:42:13
2020-01-28,15:45:53
2020-01-28,16:02:18
2020-01-28,16:05:46
2020-01-28,16:21:46
2020-01-28,16:29:27
2020-01-28,16:29:41
2020-01-28,16:36:10
2020-01-28,16:37:28
2020-01-28,16:37:52
2020-01-28,16:38:02
2020-01-28,16:44:25
2020-01-28,16:44:44
2020-01-28,16:58:56
2020-01-29,09:06:19
2020-01-29,09:12:15
2020-01-29,09:14:22
2020-01-29,09:15:20
2020-01-29,09:17:25
2020-01-29,09:19:08
2020-01-29,09:34:27
2020-01-29,09:36:06
2020-01-29,09:39:48
2020-01-29,09:54:12
2020-01-29,10:09:02
2020-01-29,10:18:49
2020-01-29,10:29:35
2020-01-29,10:30:39
2020-01-29,10:35:32
2020-01-29,10:38:57
2020-01-29,10:47:27
2020-01-29,10:48:16
2020-01-29,10:49:38
2020-01-29,10:51:21
2020-01-29,10:59:14
2020-01-29,11:05:37
2020-01-29,11:13:08
2020-01-29,11:14:05
2020-01-29,11:15:17
2020-01-29,11:20:37
2020-01-29,11:25:45
2020-01-29,11:25:52
2020-01-29,11:31:50
2020-01-29,11:36:21
2020-01-29,11:41:12
2020-01-29,11:44:07
2020-01-29,11:45:38
2020-01-29,11:50:04
2020-01-29,11:52:39
2020-01-29,11:53:21
2020-01-29,12:00:14
2020-01-29,12:04:00
2020-01-29,12:18:48
2020-01-29,12:26:54
2020-01-29,12:27:51
2020-01-29,12:28:34
2020-01-29,12:30:37
2020-01-29,12:34:15
2020-01-29,12:37:51
2020-01-29,12:40:27
2020-01-29,12:44:15
2020-01-29,12:55:30
2020-01-29,13:06:02
2020-01-29,13:14:31
2020-01-29,13:15:38
2020-01-29,13:17:25
2020-01-29,13:20:27
2020-01-29,13:32:22
2020-01-29,13:42:10
2020-01-29,13:53:21
2020-01-29,13:58:09
2020-01-29,13:59:49
2020-01-29,14:00:25
2020-01-29,14:11:45
2020-01-29,14:18:57
2020-01-29,14:21:19
2020-01-29,14:28:17
2020-01-29,14:29:44
2020-01-29,14:31:51
2020-01-29,14:38:52
2020-01-29,14:55:36
2020-01-29,15:03:11
2020-01-29,15:07:56
2020-01-29,15:10:14
2020-01-29,15:10:57
2020-01-29,15:16:38
2020-01-29,15:16:43
2020-01-29,15:18:58
2020-01-29,15:19:54
2020-01-29,15:39:35
2020-01-29,15:47:29
2020-01-29,15:47:38
2020-01-29,15:58:09
2020-01-29,16:16:47
2020-01-29,16:20:18
2020-01-29,16:23:16
2020-01-29,16:27:31
2020-01-29,16:33:16
2020-01-29,16:42:34
2020-01-29,16:45:18
2020-01-30,09:18:04
2020-01-30,09:23:30
2020-01-30,09:23:43
2020-01-30,09:30:23
2020-01-30,09:33:38
2020-01-30,09:35:53
2020-01-30,09:39:22
2020-01-30,09:43:38
2020-01-30,09:47:16
2020-01-30,09:54:14
2020-01-30,09:55:24
2020-01-30,10:02:07
2020-01-30,10:03:15
2020-01-30,10:13:51
2020-01-30,10:14:50
2020-01-30,10:18:20
2020-01-30,10:22:26
2020-01-30,10:24:32
2020-01-30,10:26:23
2020-01-30,10:36:36
2020-01-30,10:42:56
2020-01-30,10:44:53
2020-01-30,10:48:48
2020-01-30,10:50:26
2020-01-30,10:51:55
2020-01-30,10:56:33
2020-01-30,11:03:45
2020-01-30,11:04:32
2020-01-30,11:07:40
2020-01-30,11:10:25
2020-01-30,11:19:23
2020-01-30,11:29:52
2020-01-30,11:33:08
2020-01-30,11:44:25
2020-01-30,11:44:30
2020-01-30,11:57:03
2020-01-30,11:57:48
2020-01-30,12:04:21
2020-01-30,12:04:38
2020-01-30,12:04:58
2020-01-30,12:05:22
2020-01-30,12:20:35
2020-01-30,12:29:25
2020-01-30,12:30:19
2020-01-30,12:34:09
2020-01-30,12:35:08
2020-01-30,12:36:47
2020-01-30,12:36:49
2020-01-30,12:38:16
2020-01-30,12:39:36
2020-01-30,12:43:59
2020-01-30,12:54:58
2020-01-30,13:10:49
2020-01-30,13:13:38
2020-01-30,13:13:57
2020-01-30,13:21:00
2020-01-30,13:22:40
2020-01-30,13:28:35
2020-01-30,13:32:06
2020-01-30,13:41:42
2020-01-30,13:44:50
2020-01-30,13:52:58
2020-01-30,14:11:19
2020-01-30,14:12:44
2020-01-30,14:19:55
2020-01-30,14:27:38
2020-01-30,14:30:34
2020-01-30,14:46:52
2020-01-30,14:58:43
2020-01-30,15:02:38
2020-01-30,15:02:39
2020-01-30,15:05:00
2020-01-30,15:09:02
2020-01-30,15:32:49
2020-01-30,15:34:23
2020-01-30,15:36:14
2020-01-30,15:37:38
2020-01-30,15:38:22
2020-01-30,15:43:50
2020-01-30,15:47:27
2020-01-30,15:59:25
2020-01-30,16:00:34
2020-01-30,16:03:00
2020-01-30,16:03:19
2020-01-30,16:05:59
2020-01-30,16:10:27
2020-01-30,16:13:53
2020-01-30,16:14:01
2020-01-30,16:14:13
2020-01-30,16:19:30
2020-01-30,16:20:20
2020-01-30,16:21:39
2020-01-30,16:32:44
2020-01-30,16:32:49
2020-01-30,16:41:45
2020-01-30,16:43:10
2020-01-30,16:45:39
2020-01-30,16:46:04
2020-01-30,16:46:59
2020-01-30,16:49:46
2020-01-30,16:49:59
2020-01-30,16:53:19
2020-01-31,09:00:07
2020-01-31,09:05:03
2020-01-31,09:07:46
2020-01-31,09:11:07
2020-01-31,09:13:32
2020-01-31,09:14:10
2020-01-31,09:16:24
2020-01-31,09:18:23
2020-01-31,09:32:45
2020-01-31,09:32:48
2020-01-31,09:40:28
2020-01-31,09:43:33
2020-01-31,09:48:16
2020-01-31,09:57:43
2020-01-31,09:59:03
2020-01-31,10:00:40
2020-01-31,10:01:00
2020-01-31,10:13:59
2020-01-31,10:17:23
2020-01-31,10:18:12
2020-01-31,10:18:32
2020-01-31,10:20:19
2020-01-31,10:30:41
2020-01-31,10:36:30
2020-01-31,10:48:32
2020-01-31,10:48:55
2020-01-31,10:51:28
2020-01-31,10:53:13
2020-01-31,10:53:42
2020-01-31,10:56:27
2020-01-31,11:04:44
2020-01-31,11:06:58
2020-01-31,11:07:17
2020-01-31,11:14:43
2020-01-31,11:33:19
2020-01-31,11:36:08
2020-01-31,11:37:17
2020-01-31,11:39:51
2020-01-31,11:41:52
2020-01-31,12:02:40
2020-01-31,12:09:21
2020-01-31,12:12:03
2020-01-31,12:15:52
2020-01-31,12:21:19
2020-01-31,12:22:11
2020-01-31,12:26:11
2020-01-31,12:47:13
2020-01-31,12:53:29
2020-01-31,13:02:59
2020-01-31,13:08:07
2020-01-31,13:09:21
2020-01-31,13:19:35
2020-01-31,13:22:04
2020-01-31,13:23:25
2020-01-31,13:33:34
2020-01-31,13:39:55
2020-01-31,13:50:24
2020-01-31,13:52:40
2020-01-31,14:01:47
2020-01-31,14:04:28
2020-01-31,14:06:09
2020-01-31,14:11:35
2020-01-31,14:12:36
2020-01-31,14:14:08
2020-01-31,14:14:45
2020-01-31,14:16:32
2020-01-31,14:27:17
2020-01-31,14:29:25
2020-01-31,14:33:20
2020-01-31,14:35:07
2020-01-31,14:43:16
2020-01-31,14:44:20
2020-01-31,14:47:04
2020-01-31,14:48:49
2020-01-31,15:04:19
2020-01-31,15:08:59
2020-01-31,15:13:58
2020-01-31,15:14:07
2020-01-31,15:22:29
2020-01-31,15:34:51
2020-01-31,15:35:00
2020-01-31,15:39:34
2020-01-31,15:40:44
2020-01-31,15:42:23
2020-01-31,15:47:59
2020-01-31,15:48:25
2020-01-31,15:48:35
2020-01-31,15:50:55
2020-01-31,15:55:11
2020-01-31,15:56:17
2020-01-31,15:59:58
2020-01-31,16:03:03
2020-01-31,16:05:49
2020-01-31,16:08:56
2020-01-31,16:11:18
2020-01-31,16:12:49
2020-01-31,16:13:11
2020-01-31,16:15:51
2020-01-31,16:20:02
2020-01-31,16:23:03
2020-01-31,16:25:55
2020-01-31,16:28:06
2020-01-31,16:28:38
2020-01-31,16:35:05
2020-01-31,16:35:07
2020-01-31,16:37:52
2020-01-31,16:39:58
2020-01-31,16:49:29
2020-01-31,16:58:19
2020-02-01,09:00:41
2020-02-01,09:01:10
2020-02-01,09:03:24
2020-02-01,09:08:47
2020-02-01,09:11:34
2020-02-01,09:18:02
2020-02-01,09:21:32
2020-02-01,09:25:07
2020-02-01,09:25:58
2020-02-01,09:31:06
2020-02-01,09:41:19
2020-02-01,09:54:16
2020-02-01,09:57:34
2020-02-01,09:57:49
2020-02-01,09:57:57
2020-02-01,10:05:47
2020-02-01,10:08:37
2020-02-01,10:09:26
2020-02-01,10:10:06
2020-02-01,10:13:32
2020-02-01,10:23:35
2020-02-01,10:25:06
2020-02-01,10:27:44
2020-02-01,10:28:13
2020-02-01,10:38:28
2020-02-01,10:39:09
2020-02-01,10:40:56
2020-02-01,10:44:26
2020-02-01,10:46:06
2020-02-01,11:03:12
2020-02-01,11:05:04
2020-02-01,11:13:44
2020-02-01,11:22:03
2020-02-01,11:36:00
2020-02-01,11:36:09
2020-02-01,11:38:59
2020-02-01,11:41:10
2020-02-01,11:42:24
2020-02-01,11:55:26
2020-02-01,11:55:34
2020-02-01,12:02:34
2020-02-01,12:05:43
2020-02-01,12:08:06
2020-02-01,12:08:23
2020-02-01,12:15:14
2020-02-01,12:19:48
2020-02-01,12:26:55
2020-02-01,13:04:05
2020-02-01,13:06:01
2020-02-01,13:07:18
2020-02-01,13:07:48
2020-02-01,13:08:22
2020-02-01,13:08:35
2020-02-01,13:16:04
2020-02-01,13:20:09
2020-02-01,13:25:45
2020-02-01,13:30:25
2020-02-01,13:32:57
2020-02-01,13:35:20
2020-02-01,13:38:11
2020-02-01,13:38:48
2020-02-01,13:41:35
2020-02-01,13:47:09
2020-02-01,13:52:35
2020-02-01,13:56:10
2020-02-01,13:56:30
2020-02-01,13:57:28
2020-02-01,14:01:44
2020-02-01,14:03:12
2020-02-01,14:07:46
2020-02-01,14:07:58
2020-02-01,14:14:03
2020-02-01,14:17:36
2020-02-01,14:20:23
2020-02-01,14:25:33
2020-02-01,14:26:05
2020-02-01,14:30:32
2020-02-01,14:32:25
2020-02-01,14:38:54
2020-02-01,14:44:52
2020-02-01,14:49:31
2020-02-01,14:49:51
2020-02-01,14:54:54
2020-02-01,14:55:11
2020-02-01,14:57:46
2020-02-01,14:58:15
2020-02-01,15:00:07
2020-02-01,15:00:21
2020-02-01,15:09:04
2020-02-01,15:24:21
2020-02-01,15:28:12
2020-02-01,15:28:38
2020-02-01,15:31:04
2020-02-01,15:31:50
2020-02-01,15:36:53
2020-02-01,15:38:18
2020-02-01,15:45:23
2020-02-01,15:45:47
2020-02-01,15:46:26
2020-02-01,15:54:08
2020-02-01,16:01:24
2020-02-01,16:09:19
2020-02-01,16:12:44
2020-02-01,16:13:59
2020-02-01,16:26:41
2020-02-01,16:36:43
2020-02-01,16:37:33
2020-02-01,16:40:26
2020-02-01,16:43:42
2020-02-01,16:46:26
2020-02-01,16:52:34
2020-02-02,09:00:51
2020-02-02,09:04:59
2020-02-02,09:05:18
2020-02-02,09:08:19
2020-02-02,09:09:27
2020-02-02,09:12:11
2020-02-02,09:15:21
2020-02-02,09:19:28
2020-02-02,09:25:57
2020-02-02,09:34:11
2020-02-02,09:36:07
2020-02-02,09:41:53
2020-02-02,09:46:38
2020-02-02,09:47:24
2020-02-02,09:53:10
2020-02-02,10:02:52
2020-02-02,10:07:57
2020-02-02,10:08:28
2020-02-02,10:21:33
2020-02-02,10:26:39
2020-02-02,10:30:11
2020-02-02,10:33:38
2020-02-02,10:34:10
2020-02-02,10:34:33
2020-02-02,10:38:51
2020-02-02,10:41:08
2020-02-02,10:43:33
2020-02-02,10:44:45
2020-02-02,10:46:42
2020-02-02,10:47:03
2020-02-02,11:04:46
2020-02-02,11:05:54
2020-02-02,11:06:16
2020-02-02,11:14:57
2020-02-02,11:16:47
2020-02-02,11:30:02
2020-02-02,11:30:29
2020-02-02,11:32:36
2020-02-02,11:32:55
2020-02-02,11:36:47
2020-02-02,11:38:01
2020-02-02,11:39:27
2020-02-02,11:39:54
2020-02-02,11:48:57
2020-02-02,11:50:40
2020-02-02,12:03:55
2020-02-02,12:06:18
2020-02-02,12:06:26
2020-02-02,12:12:35
2020-02-02,12:13:32
2020-02-02,12:13:49
2020-02-02,12:16:49
2020-02-02,12:16:51
2020-02-02,12:21:42
2020-02-02,12:23:32
2020-02-02,12:24:00
2020-02-02,12:24:16
